 (Airport_Name, Location : PageRank) 
(Karonga, Malawi : 0.00017427675148135236)
(Mzuzu, Malawi : 0.00017427675148135236)
(Ndolo, Congo (Kinshasa) : 0.00017427675148135236)
(Muanda, Congo (Kinshasa) : 0.00017427675148135236)
(Bandundu, Congo (Kinshasa) : 0.00017427675148135236)
(Kikwit, Congo (Kinshasa) : 0.00017427675148135236)
(Mbandaka, Congo (Kinshasa) : 0.00017427675148135236)
(Gbadolite, Congo (Kinshasa) : 0.00017427675148135236)
(Gemena, Congo (Kinshasa) : 0.00017427675148135236)
(Lisala, Congo (Kinshasa) : 0.00017427675148135236)
(Kisangani Simisini, Congo (Kinshasa) : 0.00017427675148135236)
(Matari, Congo (Kinshasa) : 0.00017427675148135236)
(Bunia, Congo (Kinshasa) : 0.00017427675148135236)
(Bukavu Kavumu, Congo (Kinshasa) : 0.00017427675148135236)
(Goma, Congo (Kinshasa) : 0.00017427675148135236)
(Kindu, Congo (Kinshasa) : 0.00017427675148135236)
(Kolwezi, Congo (Kinshasa) : 0.00017427675148135236)
(Kalemie, Congo (Kinshasa) : 0.00017427675148135236)
(Kamina Base, Congo (Kinshasa) : 0.00017427675148135236)
(Kananga, Congo (Kinshasa) : 0.00017427675148135236)
(Mbuji Mayi, Congo (Kinshasa) : 0.00017427675148135236)
(Gao, Mali : 0.00017427675148135236)
(Kayes Dag Dag, Mali : 0.00017427675148135236)
(Ambodedjo, Mali : 0.00017427675148135236)
(Tombouctou, Mali : 0.00017427675148135236)
(Moulay Ali Cherif, Morocco : 0.00017427675148135236)
(Bassatine, Morocco : 0.00017427675148135236)
(Kenitra, Morocco : 0.00017427675148135236)
(Saniat Rmel, Morocco : 0.00017427675148135236)
(Cap Skiring, Senegal : 0.00017427675148135236)
(Kaolack, Senegal : 0.00017427675148135236)
(Saint Louis, Senegal : 0.00017427675148135236)
(Bakel, Senegal : 0.00017427675148135236)
(Kedougou, Senegal : 0.00017427675148135236)
(Tambacounda, Senegal : 0.00017427675148135236)
(Aioun El Atrouss, Mauritania : 0.00017427675148135236)
(Tidjikja, Mauritania : 0.00017427675148135236)
(Kiffa, Mauritania : 0.00017427675148135236)
(Nema, Mauritania : 0.00017427675148135236)
(Kaedi, Mauritania : 0.00017427675148135236)
(Selibady, Mauritania : 0.00017427675148135236)
(Atar, Mauritania : 0.00017427675148135236)
(Fria, Guinea : 0.00017427675148135236)
(Faranah, Guinea : 0.00017427675148135236)
(Labe, Guinea : 0.00017427675148135236)
(Maio, Cape Verde : 0.00017427675148135236)
(Kisimayu, Somalia : 0.00017427675148135236)
(Dowagiac Municipal Airport, United States : 0.00017427675148135236)
(Alexandria Intl, Egypt : 0.00017427675148135236)
(El Gora, Egypt : 0.00017427675148135236)
(Port Said, Egypt : 0.00017427675148135236)
(St Catherine Intl, Egypt : 0.00017427675148135236)
(El Tor, Egypt : 0.00017427675148135236)
(Kitale, Kenya : 0.00017427675148135236)
(Cambridge Municipal Airport, United States : 0.00017427675148135236)
(Gisenyi, Rwanda : 0.00017427675148135236)
(Dongola, Sudan : 0.00017427675148135236)
(Kassala, Sudan : 0.00017427675148135236)
(El Obeid, Sudan : 0.00017427675148135236)
(Malakal, Sudan : 0.00017427675148135236)
(Dodoma, Tanzania : 0.00017427675148135236)
(Iringa, Tanzania : 0.00017427675148135236)
(Lake Manyara, Tanzania : 0.00017427675148135236)
(Pemba, Tanzania : 0.00017427675148135236)
(Tanga, Tanzania : 0.00017427675148135236)
(Dusseldorf Hauptbahnhof, Germany : 0.00017427675148135236)
(Soroti, Uganda : 0.00017427675148135236)
(Gorna Oryahovitsa, Bulgaria : 0.00017427675148135236)
(Akrotiri, Cyprus : 0.00017427675148135236)
(Cordoba, Spain : 0.00017427675148135236)
(Alexion, Greece : 0.00017427675148135236)
(Moron Ab, Spain : 0.00017427675148135236)
(Seo De Urgel, Spain : 0.00017427675148135236)
(Torrejon, Spain : 0.00017427675148135236)
(Vitoria, Spain : 0.00017427675148135236)
(Calais Dunkerque, France : 0.00017427675148135236)
(Le Touquet Paris Plage, France : 0.00017427675148135236)
(Chateaubernard, France : 0.00017427675148135236)
(Souche, France : 0.00017427675148135236)
(Brie Champniers, France : 0.00017427675148135236)
(La Teste De Buch, France : 0.00017427675148135236)
(Le Sequestre, France : 0.00017427675148135236)
(Medis, France : 0.00017427675148135236)
(St Agnant, France : 0.00017427675148135236)
(Houssen, France : 0.00017427675148135236)
(Ardeche Meridionale, France : 0.00017427675148135236)
(Ceyzeriat, France : 0.00017427675148135236)
(Tarare, France : 0.00017427675148135236)
(Montbeugny, France : 0.00017427675148135236)
(Solenzara, France : 0.00017427675148135236)
(Branches, France : 0.00017427675148135236)
(Aix Les Bains, France : 0.00017427675148135236)
(Bourges, France : 0.00017427675148135236)
(Champforgeuil, France : 0.00017427675148135236)
(Annemasse, France : 0.00017427675148135236)
(Charnay, France : 0.00017427675148135236)
(Renaison, France : 0.00017427675148135236)
(Meythet, France : 0.00017427675148135236)
(Saint Geoirs, France : 0.00017427675148135236)
(Domerat, France : 0.00017427675148135236)
(Chabeuil, France : 0.00017427675148135236)
(Charmeil, France : 0.00017427675148135236)
(Deols, France : 0.00017427675148135236)
(Bron, France : 0.00017427675148135236)
(Aix Les Milles, France : 0.00017427675148135236)
(Mandelieu, France : 0.00017427675148135236)
(Le Castellet, France : 0.00017427675148135236)
(Brenoux, France : 0.00017427675148135236)
(Octeville, France : 0.00017427675148135236)
(Bricy, France : 0.00017427675148135236)
(Vallee De Seine, France : 0.00017427675148135236)
(Le Pontreau, France : 0.00017427675148135236)
(Entrammes, France : 0.00017427675148135236)
(Le Bourget, France : 0.00017427675148135236)
(Creil, France : 0.00017427675148135236)
(Toussus Le Noble, France : 0.00017427675148135236)
(Cormeilles En Vexin, France : 0.00017427675148135236)
(Barberey, France : 0.00017427675148135236)
(Fourchambault, France : 0.00017427675148135236)
(Maupertus, France : 0.00017427675148135236)
(Granville, France : 0.00017427675148135236)
(Les Ajoncs, France : 0.00017427675148135236)
(Arnage, France : 0.00017427675148135236)
(Armor, France : 0.00017427675148135236)
(Ploujean, France : 0.00017427675148135236)
(Meucon, France : 0.00017427675148135236)
(Montoir, France : 0.00017427675148135236)
(Frescaty, France : 0.00017427675148135236)
(Essey, France : 0.00017427675148135236)
(Champagne, France : 0.00017427675148135236)
(Miquelon, Saint Pierre and Miquelon : 0.00017427675148135236)
(Andravida, Greece : 0.00017427675148135236)
(Agrinion, Greece : 0.00017427675148135236)
(Ashford, United Kingdom : 0.00017427675148135236)
(Door County Cherryland Airport, United States : 0.00017427675148135236)
(Gino Lisa, Italy : 0.00017427675148135236)
(Grottaglie, Italy : 0.00017427675148135236)
(Lecce, Italy : 0.00017427675148135236)
(Sigonella, Italy : 0.00017427675148135236)
(Decimomannu, Italy : 0.00017427675148135236)
(Tortoli, Italy : 0.00017427675148135236)
(Albenga, Italy : 0.00017427675148135236)
(Piacenza, Italy : 0.00017427675148135236)
(Shoestring Aviation Airfield, United States : 0.00017427675148135236)
(Aviano Ab, Italy : 0.00017427675148135236)
(Forli, Italy : 0.00017427675148135236)
(Montichiari, Italy : 0.00017427675148135236)
(Vicenza, Italy : 0.00017427675148135236)
(Padova, Italy : 0.00017427675148135236)
(Ampugnano, Italy : 0.00017427675148135236)
(Latina, Italy : 0.00017427675148135236)
(Grosseto, Italy : 0.00017427675148135236)
(Maribor, Slovenia : 0.00017427675148135236)
(Portoroz, Slovenia : 0.00017427675148135236)
(Prerov, Czech Republic : 0.00017427675148135236)
(Teyman, Israel : 0.00017427675148135236)
(Haifa, Israel : 0.00017427675148135236)
(Mahanaim I Ben Yaakov, Israel : 0.00017427675148135236)
(Ovda, Israel : 0.00017427675148135236)
(Braganca, Portugal : 0.00017427675148135236)
(Vila Real, Portugal : 0.00017427675148135236)
(Mostar, Bosnia and Herzegovina : 0.00017427675148135236)
(Aurel Vlaicu, Romania : 0.00017427675148135236)
(Caransebes, Romania : 0.00017427675148135236)
(Cataloi, Romania : 0.00017427675148135236)
(Sion, Switzerland : 0.00017427675148135236)
(Samedan, Switzerland : 0.00017427675148135236)
(Etimesgut, Turkey : 0.00017427675148135236)
(Afyon, Turkey : 0.00017427675148135236)
(Balikesir, Turkey : 0.00017427675148135236)
(Bandirma, Turkey : 0.00017427675148135236)
(Tyonek Airport, United States : 0.00017427675148135236)
(Eskisehir, Turkey : 0.00017427675148135236)
(Cigli, Turkey : 0.00017427675148135236)
(Imsik, Turkey : 0.00017427675148135236)
(Piestany, Slovakia : 0.00017427675148135236)
(Sliac, Slovakia : 0.00017427675148135236)
(Tatry, Slovakia : 0.00017427675148135236)
(Clow International Airport, United States : 0.00017427675148135236)
(North Caicos, Turks and Caicos Islands : 0.00017427675148135236)
(Arroyo Barril Intl, Dominican Republic : 0.00017427675148135236)
(Maria Montez Intl, Dominican Republic : 0.00017427675148135236)
(Coban, Guatemala : 0.00017427675148135236)
(Tela, Honduras : 0.00017427675148135236)
(Boscobel, Jamaica : 0.00017427675148135236)
(Ken Jones, Jamaica : 0.00017427675148135236)
(Tinson Pen, Jamaica : 0.00017427675148135236)
(Del Norte Intl, Mexico : 0.00017427675148135236)
(Kenosha Regional Airport, United States : 0.00017427675148135236)
(Ensenada, Mexico : 0.00017427675148135236)
(General Jose Maria Yanez Intl, Mexico : 0.00017427675148135236)
(Tehuacan, Mexico : 0.00017427675148135236)
(Isla Mujeres, Mexico : 0.00017427675148135236)
(Monclova Intl, Mexico : 0.00017427675148135236)
(Nogales Intl, Mexico : 0.00017427675148135236)
(Ingeniero Juan Guillermo Villasana, Mexico : 0.00017427675148135236)
(Tlaxcala, Mexico : 0.00017427675148135236)
(Tamuin, Mexico : 0.00017427675148135236)
(Zamora, Mexico : 0.00017427675148135236)
(Bluefields, Nicaragua : 0.00017427675148135236)
(Puerto Cabezas, Nicaragua : 0.00017427675148135236)
(Howard, Panama : 0.00017427675148135236)
(North Las Vegas Airport, United States : 0.00017427675148135236)
(Coto 47, Costa Rica : 0.00017427675148135236)
(Limon Intl, Costa Rica : 0.00017427675148135236)
(Maximo Gomez, Cuba : 0.00017427675148135236)
(Jaime Gonzalez, Cuba : 0.00017427675148135236)
(La Coloma, Cuba : 0.00017427675148135236)
(Grand Geneva Resort Airport, United States : 0.00017427675148135236)
(Fresh Creek, Bahamas : 0.00017427675148135236)
(San Andros, Bahamas : 0.00017427675148135236)
(Chub Cay, Bahamas : 0.00017427675148135236)
(De Kalb Taylor Municipal Airport, United States : 0.00017427675148135236)
(Vavau Intl, Tonga : 0.00017427675148135236)
(Tabiteuea North, Kiribati : 0.00017427675148135236)
(Maitland Airport, Australia : 0.00017427675148135236)
(Anaa, French Polynesia : 0.00017427675148135236)
(Reao, French Polynesia : 0.00017427675148135236)
(Puka Puka, French Polynesia : 0.00017427675148135236)
(Purude University Airport, United States : 0.00017427675148135236)
(Ardmore, New Zealand : 0.00017427675148135236)
(Chatham Islands, New Zealand : 0.00017427675148135236)
(Glentanner, New Zealand : 0.00017427675148135236)
(Alexandra, New Zealand : 0.00017427675148135236)
(Mount Cook, New Zealand : 0.00017427675148135236)
(Manapouri, New Zealand : 0.00017427675148135236)
(Oamaru, New Zealand : 0.00017427675148135236)
(Wanaka, New Zealand : 0.00017427675148135236)
(Jalalabad, Afghanistan : 0.00017427675148135236)
(Maimana, Afghanistan : 0.00017427675148135236)
(Konduz, Afghanistan : 0.00017427675148135236)
(King Abdulaziz Ab, Saudi Arabia : 0.00017427675148135236)
(King Khaled Military City, Saudi Arabia : 0.00017427675148135236)
(Sulayel, Saudi Arabia : 0.00017427675148135236)
(Miami University Airport, United States : 0.00017427675148135236)
(Shahid Asyaee, Iran : 0.00017427675148135236)
(Delaware County Airport, United States : 0.00017427675148135236)
(Whitsunday Airstrip, Australia : 0.00017427675148135236)
(Aeropuerto de Rafaela, Argentina : 0.00017427675148135236)
(Sabadell Airport, Spain : 0.00017427675148135236)
(Marka Intl, Jordan : 0.00017427675148135236)
(King Hussein, Jordan : 0.00017427675148135236)
(Reykjahlid Airport, Iceland : 0.00017427675148135236)
(Masirah, Oman : 0.00017427675148135236)
(Thumrait, Oman : 0.00017427675148135236)
(Lyon Part-Dieu Railway, France : 0.00017427675148135236)
(Muzaffarabad, Pakistan : 0.00017427675148135236)
(Nawabshah, Pakistan : 0.00017427675148135236)
(Pasni, Pakistan : 0.00017427675148135236)
(Rawalakot, Pakistan : 0.00017427675148135236)
(Point Roberts Airpark, United States : 0.00017427675148135236)
(Saidu Sharif, Pakistan : 0.00017427675148135236)
(Sui, Pakistan : 0.00017427675148135236)
(Talhar, Pakistan : 0.00017427675148135236)
(Aleppo Intl, Syria : 0.00017427675148135236)
(Deir Zzor, Syria : 0.00017427675148135236)
(Bassel Al Assad Intl, Syria : 0.00017427675148135236)
(Palmyra, Syria : 0.00017427675148135236)
(Canton, Kiribati : 0.00017427675148135236)
(Andersen Afb, Guam : 0.00017427675148135236)
(Tinian Intl, Northern Mariana Islands : 0.00017427675148135236)
(Scone Airport, Australia : 0.00017427675148135236)
(Midway Atoll, Midway Islands : 0.00017427675148135236)
(Pingtung South, Taiwan : 0.00017427675148135236)
(Lyudao, Taiwan : 0.00017427675148135236)
(Chiayi, Taiwan : 0.00017427675148135236)
(Lanyu, Taiwan : 0.00017427675148135236)
(Cessnock Airport, Australia : 0.00017427675148135236)
(Wang An, Taiwan : 0.00017427675148135236)
(Iwo Jima, Japan : 0.00017427675148135236)
(Chitose, Japan : 0.00017427675148135236)
(Okushiri, Japan : 0.00017427675148135236)
(Yakushima, Japan : 0.00017427675148135236)
(New Tanegashima, Japan : 0.00017427675148135236)
(Tokunoshima, Japan : 0.00017427675148135236)
(Oki, Japan : 0.00017427675148135236)
(Sazena, Czech Republic : 0.00017427675148135236)
(Yokota Ab, Japan : 0.00017427675148135236)
(Sokcho, South Korea : 0.00017427675148135236)
(Gangneung, South Korea : 0.00017427675148135236)
(Macomb Municipal Airport, United States : 0.00017427675148135236)
(Seoul Ab, South Korea : 0.00017427675148135236)
(Osan Ab, South Korea : 0.00017427675148135236)
(Yecheon, South Korea : 0.00017427675148135236)
(Kadena Ab, Japan : 0.00017427675148135236)
(Minami Daito, Japan : 0.00017427675148135236)
(Kitadaito, Japan : 0.00017427675148135236)
(Shimojishima, Japan : 0.00017427675148135236)
(Yoron, Japan : 0.00017427675148135236)
(Yonaguni, Japan : 0.00017427675148135236)
(Mary Airport, Turkmenistan : 0.00017427675148135236)
(Baguio, Philippines : 0.00017427675148135236)
(Gardermoen Airport, Norway : 0.00017427675148135236)
(Wausau Downtown Airport, United States : 0.00017427675148135236)
(Comodoro Pierrestegui, Argentina : 0.00017427675148135236)
(Gualeguaychu, Argentina : 0.00017427675148135236)
(General Urquiza, Argentina : 0.00017427675148135236)
(La Plata, Argentina : 0.00017427675148135236)
(Malargue, Argentina : 0.00017427675148135236)
(Rio Cuarto Area De Material, Argentina : 0.00017427675148135236)
(Villa Dolores, Argentina : 0.00017427675148135236)
(Paso De Los Libres, Argentina : 0.00017427675148135236)
(Oran, Argentina : 0.00017427675148135236)
(Portage Municipal Airport, United States : 0.00017427675148135236)
(El Bolson, Argentina : 0.00017427675148135236)
(Puerto Deseado, Argentina : 0.00017427675148135236)
(San Julian, Argentina : 0.00017427675148135236)
(Perito Moreno, Argentina : 0.00017427675148135236)
(Santa Cruz, Argentina : 0.00017427675148135236)
(Mackinac Island Airport, United States : 0.00017427675148135236)
(Tandil, Argentina : 0.00017427675148135236)
(Villa Gesell, Argentina : 0.00017427675148135236)
(Araraquara, Brazil : 0.00017427675148135236)
(Comandante Gustavo Kraemer, Brazil : 0.00017427675148135236)
(Bacacheri, Brazil : 0.00017427675148135236)
(Bauru, Brazil : 0.00017427675148135236)
(Carolina, Brazil : 0.00017427675148135236)
(Caravelas, Brazil : 0.00017427675148135236)
(Lins, Brazil : 0.00017427675148135236)
(Grand Marais Cook County Airport, United States : 0.00017427675148135236)
(Pocos De Caldas, Brazil : 0.00017427675148135236)
(Porto Nacional, Brazil : 0.00017427675148135236)
(Ponta Pora, Brazil : 0.00017427675148135236)
(Porter County Municipal Airport, United States : 0.00017427675148135236)
(Santa Cruz, Brazil : 0.00017427675148135236)
(Base Aerea De Santos, Brazil : 0.00017427675148135236)
(Paulo Afonso, Brazil : 0.00017427675148135236)
(Campo Fontenelle, Brazil : 0.00017427675148135236)
(Chile Chico, Chile : 0.00017427675148135236)
(Teniente Vidal, Chile : 0.00017427675148135236)
(Maria Dolores, Chile : 0.00017427675148135236)
(Chaiten, Chile : 0.00017427675148135236)
(Chachoan, Ecuador : 0.00017427675148135236)
(General Manuel Serrano, Ecuador : 0.00017427675148135236)
(Reales Tamarindos, Ecuador : 0.00017427675148135236)
(General Ulpiano Paez, Ecuador : 0.00017427675148135236)
(Tarapoa, Ecuador : 0.00017427675148135236)
(McCarthy Airport, United States : 0.00017427675148135236)
(Baracoa, Colombia : 0.00017427675148135236)
(Aguas Claras, Colombia : 0.00017427675148135236)
(Otu, Colombia : 0.00017427675148135236)
(Farfan, Colombia : 0.00017427675148135236)
(Bermejo, Bolivia : 0.00017427675148135236)
(Seward Airport, United States : 0.00017427675148135236)
(Teniente Jaime A De Montreuil Morales, Peru : 0.00017427675148135236)
(Juanjui, Peru : 0.00017427675148135236)
(Michigan City Municipal Airport, United States : 0.00017427675148135236)
(Moises Benzaquen Rengifo, Peru : 0.00017427675148135236)
(Chachapoyas, Peru : 0.00017427675148135236)
(Pisco Intl, Peru : 0.00017427675148135236)
(Capitan Montes, Peru : 0.00017427675148135236)
(Nueva Hesperides Intl, Uruguay : 0.00017427675148135236)
(Oswaldo Guevara Mujica, Venezuela : 0.00017427675148135236)
(Anaco, Venezuela : 0.00017427675148135236)
(Ciudad Bolivar, Venezuela : 0.00017427675148135236)
(General Jose Francisco Bermudez, Venezuela : 0.00017427675148135236)
(Antonio Jose De Sucre, Venezuela : 0.00017427675148135236)
(Guiria, Venezuela : 0.00017427675148135236)
(Guanare, Venezuela : 0.00017427675148135236)
(La Fria, Venezuela : 0.00017427675148135236)
(Alberto Carnevalli, Venezuela : 0.00017427675148135236)
(General Bartolome Salom Intl, Venezuela : 0.00017427675148135236)
(San Antonio Del Tachira, Venezuela : 0.00017427675148135236)
(Sub Teniente Nestor Arias, Venezuela : 0.00017427675148135236)
(San Fernando De Apure, Venezuela : 0.00017427675148135236)
(Santa Barbara Del Zulia, Venezuela : 0.00017427675148135236)
(Tucupita, Venezuela : 0.00017427675148135236)
(Valle De La Pascua, Venezuela : 0.00017427675148135236)
(Lethem, Guyana : 0.00017427675148135236)
(Canefield, Dominica : 0.00017427675148135236)
(Diego Jimenez Torres, Puerto Rico : 0.00017427675148135236)
(Fernando Luis Ribas Dominicci, Puerto Rico : 0.00017427675148135236)
(Mustique, Saint Vincent and the Grenadines : 0.00017427675148135236)
(Provideniya Bay, Russia : 0.00017427675148135236)
(Vitebsk, Belarus : 0.00017427675148135236)
(Minsk 1, Belarus : 0.00017427675148135236)
(Great Barrier Island, New Zealand : 0.00017427675148135236)
(Turkmenbashi, Turkmenistan : 0.00017427675148135236)
(Al Udeid AB, Qatar : 0.00017427675148135236)
(Bryansk, Russia : 0.00017427675148135236)
(Migalovo, Russia : 0.00017427675148135236)
(Kurumoch, Russia : 0.00017427675148135236)
(Akola, India : 0.00017427675148135236)
(Bilaspur, India : 0.00017427675148135236)
(Daman, India : 0.00017427675148135236)
(Kandla, India : 0.00017427675148135236)
(Kolhapur, India : 0.00017427675148135236)
(Keshod, India : 0.00017427675148135236)
(Nasik Road, India : 0.00017427675148135236)
(Sholapur, India : 0.00017427675148135236)
(Colombo Ratmalana, Sri Lanka : 0.00017427675148135236)
(Amparai, Sri Lanka : 0.00017427675148135236)
(Kankesanturai, Sri Lanka : 0.00017427675148135236)
(China Bay, Sri Lanka : 0.00017427675148135236)
(Kirkuk AB, Iraq : 0.00017427675148135236)
(Cooch Behar, India : 0.00017427675148135236)
(Dhanbad, India : 0.00017427675148135236)
(Gaya, India : 0.00017427675148135236)
(Jamshedpur, India : 0.00017427675148135236)
(Kailashahar, India : 0.00017427675148135236)
(Lilabari, India : 0.00017427675148135236)
(Dibrugarh, India : 0.00017427675148135236)
(Rourkela, India : 0.00017427675148135236)
(Kullu Manali, India : 0.00017427675148135236)
(Gwalior, India : 0.00017427675148135236)
(Jaisalmer, India : 0.00017427675148135236)
(Kota, India : 0.00017427675148135236)
(Pathankot, India : 0.00017427675148135236)
(Pantnagar, India : 0.00017427675148135236)
(Satna, India : 0.00017427675148135236)
(Balkhash Airport, Kazakhstan : 0.00017427675148135236)
(Bellary, India : 0.00017427675148135236)
(Cuddapah, India : 0.00017427675148135236)
(Pattani, Thailand : 0.00017427675148135236)
(Orchid Beach, Australia : 0.00017427675148135236)
(Nhatrang, Vietnam : 0.00017427675148135236)
(Bamburi, Kenya : 0.00017427675148135236)
(Kyaukpyu, Burma : 0.00017427675148135236)
(Mong Hsat, Burma : 0.00017427675148135236)
(Pitu, Indonesia : 0.00017427675148135236)
(Pinang Kampai, Indonesia : 0.00017427675148135236)
(Japura, Indonesia : 0.00017427675148135236)
(Balti International Airport, Moldova : 0.00017427675148135236)
(Malacca, Malaysia : 0.00017427675148135236)
(Paya Lebar, Singapore : 0.00017427675148135236)
(Seletar, Singapore : 0.00017427675148135236)
(Melbourne Moorabbin, Australia : 0.00017427675148135236)
(Perth Jandakot, Australia : 0.00017427675148135236)
(Woomera, Australia : 0.00017427675148135236)
(Sydney Bankstown, Australia : 0.00017427675148135236)
(Camden, Australia : 0.00017427675148135236)
(Zhongchuan, China : 0.00017427675148135236)
(Hohenems, Austria : 0.00017427675148135236)
(Executive, United States : 0.00017427675148135236)
(Clear, United States : 0.00017427675148135236)
(Indian Mountain Lrrs, United States : 0.00017427675148135236)
(Sparrevohn Lrrs, United States : 0.00017427675148135236)
(Bryant Ahp, United States : 0.00017427675148135236)
(Cape Romanzof Lrrs, United States : 0.00017427675148135236)
(Laurence G Hanscom Fld, United States : 0.00017427675148135236)
(Cape Newenham Lrrs, United States : 0.00017427675148135236)
(St George, United States : 0.00017427675148135236)
(Big Mountain Afs, United States : 0.00017427675148135236)
(Oscoda Wurtsmith, United States : 0.00017427675148135236)
(Marina Muni, United States : 0.00017427675148135236)
(Sacramento Mather, United States : 0.00017427675148135236)
(Bicycle Lake Aaf, United States : 0.00017427675148135236)
(Twentynine Palms Eaf, United States : 0.00017427675148135236)
(Merrill Fld, United States : 0.00017427675148135236)
(Grants Milan Muni, United States : 0.00017427675148135236)
(Ponca City Rgnl, United States : 0.00017427675148135236)
(Hunter Aaf, United States : 0.00017427675148135236)
(Grider Fld, United States : 0.00017427675148135236)
(Whiting Fld Nas North, United States : 0.00017427675148135236)
(Travis Afb, United States : 0.00017427675148135236)
(Griffiss Afld, United States : 0.00017427675148135236)
(Wendover, United States : 0.00017427675148135236)
(Mobile Downtown, United States : 0.00017427675148135236)
(Port Angeles Cgas, United States : 0.00017427675148135236)
(Fort Lauderdale Executive, United States : 0.00017427675148135236)
(Anderson Rgnl, United States : 0.00017427675148135236)
(North Perry, United States : 0.00017427675148135236)
(Cut Bank Muni, United States : 0.00017427675148135236)
(Acadiana Rgnl, United States : 0.00017427675148135236)
(Bisbee Douglas Intl, United States : 0.00017427675148135236)
(Allen Aaf, United States : 0.00017427675148135236)
(Tstc Waco, United States : 0.00017427675148135236)
(Annette Island, United States : 0.00017427675148135236)
(Caribou Muni, United States : 0.00017427675148135236)
(Little Rock Afb, United States : 0.00017427675148135236)
(Redstone Aaf, United States : 0.00017427675148135236)
(Pope Field, United States : 0.00017427675148135236)
(Dalhart Muni, United States : 0.00017427675148135236)
(Laughlin Afb, United States : 0.00017427675148135236)
(Anniston Metro, United States : 0.00017427675148135236)
(Dover Afb, United States : 0.00017427675148135236)
(Tipton, United States : 0.00017427675148135236)
(China Lake Naws, United States : 0.00017427675148135236)
(Creech Afb, United States : 0.00017427675148135236)
(Wheeler Aaf, United States : 0.00017427675148135236)
(Maxwell Afb, United States : 0.00017427675148135236)
(Robinson Aaf, United States : 0.00017427675148135236)
(Butts Aaf, United States : 0.00017427675148135236)
(Miramar Mcas, United States : 0.00017427675148135236)
(Luke Afb, United States : 0.00017427675148135236)
(Hurlburt Fld, United States : 0.00017427675148135236)
(Jack Northrop Fld Hawthorne Muni, United States : 0.00017427675148135236)
(Houlton Intl, United States : 0.00017427675148135236)
(Vance Afb, United States : 0.00017427675148135236)
(Point Mugu Nas, United States : 0.00017427675148135236)
(Edwards Afb, United States : 0.00017427675148135236)
(Lemoore Nas, United States : 0.00017427675148135236)
(Felker Aaf, United States : 0.00017427675148135236)
(Campbell Aaf, United States : 0.00017427675148135236)
(Patuxent River Nas, United States : 0.00017427675148135236)
(Palacios Muni, United States : 0.00017427675148135236)
(Arkansas Intl, United States : 0.00017427675148135236)
(Tinker Afb, United States : 0.00017427675148135236)
(Elizabeth City Cgas Rgnl, United States : 0.00017427675148135236)
(Kirtland Air Force Base, United States : 0.00017427675148135236)
(Gray Aaf, United States : 0.00017427675148135236)
(Upolu, United States : 0.00017427675148135236)
(Davis Fld, United States : 0.00017427675148135236)
(Childress Muni, United States : 0.00017427675148135236)
(Keesler Afb, United States : 0.00017427675148135236)
(Lawson Aaf, United States : 0.00017427675148135236)
(Kingsville Nas, United States : 0.00017427675148135236)
(Marshall Aaf, United States : 0.00017427675148135236)
(Hickory Rgnl, United States : 0.00017427675148135236)
(Albert Whitted, United States : 0.00017427675148135236)
(Page Fld, United States : 0.00017427675148135236)
(Millinocket Muni, United States : 0.00017427675148135236)
(Andrews Afb, United States : 0.00017427675148135236)
(Smith Reynolds, United States : 0.00017427675148135236)
(Southern California Logistics, United States : 0.00017427675148135236)
(Bob Sikes, United States : 0.00017427675148135236)
(Wheeler Sack Aaf, United States : 0.00017427675148135236)
(St Clair Co Intl, United States : 0.00017427675148135236)
(Davis Monthan Afb, United States : 0.00017427675148135236)
(Pensacola Nas, United States : 0.00017427675148135236)
(Grand Forks Afb, United States : 0.00017427675148135236)
(Buckley Afb, United States : 0.00017427675148135236)
(Northway, United States : 0.00017427675148135236)
(Palmer Muni, United States : 0.00017427675148135236)
(Ellington Fld, United States : 0.00017427675148135236)
(Whidbey Island Nas, United States : 0.00017427675148135236)
(Alice Intl, United States : 0.00017427675148135236)
(Moody Afb, United States : 0.00017427675148135236)
(Igor I Sikorsky Mem, United States : 0.00017427675148135236)
(Scholes Intl At Galveston, United States : 0.00017427675148135236)
(Dillingham, United States : 0.00017427675148135236)
(Whiteman Afb, United States : 0.00017427675148135236)
(Akron Fulton Intl, United States : 0.00017427675148135236)
(Greenwood Leflore, United States : 0.00017427675148135236)
(Francis S Gabreski, United States : 0.00017427675148135236)
(Tonopah Test Range, United States : 0.00017427675148135236)
(Palm Beach Co Park, United States : 0.00017427675148135236)
(North Island Nas, United States : 0.00017427675148135236)
(Biggs Aaf, United States : 0.00017427675148135236)
(Bowman Fld, United States : 0.00017427675148135236)
(Sierra Vista Muni Libby Aaf, United States : 0.00017427675148135236)
(Terre Haute Intl Hulman Fld, United States : 0.00017427675148135236)
(Grant Co Intl, United States : 0.00017427675148135236)
(Edward F Knapp State, United States : 0.00017427675148135236)
(Hill Afb, United States : 0.00017427675148135236)
(Scappoose Industrial Airpark, United States : 0.00017427675148135236)
(Menominee Marinette Twin Co, United States : 0.00017427675148135236)
(Lone Star Executive, United States : 0.00017427675148135236)
(Patrick Afb, United States : 0.00017427675148135236)
(Teterboro, United States : 0.00017427675148135236)
(Ellsworth Afb, United States : 0.00017427675148135236)
(Mc Alester Rgnl, United States : 0.00017427675148135236)
(Coulter Fld, United States : 0.00017427675148135236)
